cokey,insurance,insgroupingname,insaddr,inscitystzip,insphone,PayorCo,PayorGrp,PlanType,PriceTable,claimform,branch,submitterid,providernbr,BranchPriceTable,ClaimPrg,ECSName,HoldAccount,PayPercentage,SubmissionTypeName,AutoCrossover,Medigap,MedigapNo,PrintBalanceDuePayor,WorkersCompensationClaims,Signature,RemittanceAddress1,RemittanceAddress2,RemittanceCity,RemittanceState,RemittanceZipCode,OverrideSubmissionToPrint,PayorCoverageTypeNames,InsuranceStatus
305,FMH BENEFITS SERVICE (INSOOW),FMH BENEFITS SERVICE (INSOOW)305,PO BOX 25946 ,"OVERLAND PARK, KS 66225     ",(800) 990 9058,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
306,FORETHOUGHT (INSOPB),FORETHOUGHT (INSOPB)306,ADMINISTRATIVE OFFICE PO BOX 14659,"CLEARWATER, FL 33766-4659",(877) 492 5870,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
307,FRANK YATES INS (INS385),FRANK YATES INS (INS385)307,2700 SHELBYVILLE ROAD ,"LOUISVILLE, KY 40203     ",(800) 000 0000,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
308,GALLAGER BASSETT (INS176),GALLAGER BASSETT (INS176)308,PO 6928 ,"LOUISVILLE, KY 40206     ",(502) 423 4300,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
309,GEHA (INS038),GEHA (INS038)309,PO BOX 981707 ,"EL PASO, TX 79998-1707",(800) 821 6136,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
310,GEICO AUTO INSURANCE (INS384),GEICO AUTO INSURANCE (INS384)310,1 GEICO CENTER ,"MACON, GA 31201     ",(800) 000 0000,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
311,GERBER LIFE INSURANCE (INSOPC),GERBER LIFE INSURANCE (INSOPC)311,PO BOX 2271 ,"OMAHA, NE 68103-2271",(877) 656 5424,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
312,GOLDEN RULE (INS231),GOLDEN RULE (INS231)312,712 ELEVENTH ST ,"LAWRENCEVILLE, IL 62439     ",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
313,GREAT WEST (INS118),GREAT WEST (INS118)313,ONE HEALTH PLAN PO BOX 950,"DENVER, CO 80201     ",(800) 345 8177,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
314,GREAT WEST HEALTHCARE (INSOOV),GREAT WEST HEALTHCARE (INSOOV)314,1000 GREAT WEST DR ,"KENNETT, MO 63857-3749",(866) 494 2111,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
315,GUARANTEE TRUST (INS223),GUARANTEE TRUST (INS223)315,1275 MILWAUKEE AVE ,"GLENVIEW, IL 60025     ",(800) 338 7452,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
316,GWH CIGNA (INSOP9),GWH CIGNA (INSOP9)316,1000 GREAT WEST DR ,"KENNETT, MO 63857-3749",(800) 665 1461,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
317,HARLEYVILLE INSURANCE (INS358),HARLEYVILLE INSURANCE (INS358)317,PO BOX 244 ,"HARLEYVILLE, PA 19438     ",(800) 892 8877,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
318,HARTFORD INS GRP (INS043),HARTFORD INS GRP (INS043)318,PO BOX 2905 ,"PHOENIX, AZ 85062-2905",(800) 243 5860,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
319,HARTFORD INSURANCE (INS382),HARTFORD INSURANCE (INS382)319,PO BOX 14264 ,"LEXINGTON, KY 40512     ",(877) 230 3084,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
320,HARTFORD INSURANCE (INS388),HARTFORD INSURANCE (INS388)320,PO BOX 14170 ,"LEXINGTON, KY 40512     ",(877) 952 9222,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
321,HEALTH COST SOLUTIONS (INSOOX),HEALTH COST SOLUTIONS (INSOOX)321,PO BOX1439 ,"HENDERSONVILLE, TN 37077     ",(800) 526 3919,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
322,HEALTHSCOPE (INS286),HEALTHSCOPE (INS286)322,P.O. BOX 853940 ,"RICHARDSON, TX 75085-3940",(877) 240 0139,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
323,HEALTHSCOPE BENEFITS (INS356),HEALTHSCOPE BENEFITS (INS356)323,PO BOX 619055 ,"DALLAS, TX 75261-9055",(877) 240 0139,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
324,HM BENEFITS (INS294),HM BENEFITS (INS294)324,PO 535078 ,"PITTSBURGH, PA 15253     ",(800) 279 2624,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
325,HOMELINK (INSOOU),HOMELINK (INSOOU)325,PO BOX 1860 ,"WATERLOO, IA 50704     ",(800) 482 1993,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
326,HUMANA (INS078),HUMANA (INS078)326,1100 EMPLOYERS BLVD ,"GREEN BAY, WI 54344     ",(800) 448 6262,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
327,HUMANA (D) (INS300),HUMANA (D) (INS300)327,PO BOX 14601 ,"LEXINGTON, KY 40512-4601",(800) 448 6262,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
328,IND KY CARPENTERS WELFARE FUND (INSOP2),IND KY CARPENTERS WELFARE FUND (INSOP2)328,PO BOX 421729 ,"INDIANAPOLIS, IN 46242     ",(800) 700 6756,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
329,JENNIE STUART HOME HEALTH (INS237),JENNIE STUART HOME HEALTH (INS237)329,320 WEST 18TH STREET ,"HOPKINSVILLE, KY 42240     ",(270) 887 0188,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,Commercial,Other,,False,100,Print,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
330,K AND K INSURANCE GROUP (INS323),K AND K INSURANCE GROUP (INS323)330,PO BOX 2338 ,"FORT WAYNE, IN 46801     ",(800) 000 0000,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
331,KEMI (INS172),KEMI (INS172)331,PO BOX 12500 ,"LEXINGTON, KY 40583     ",(800) 868 4553,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
332,KEMI (INSOPR),KEMI (INSOPR)332,PO BOX 12500 ,"LEXINGTON, KY 40583     ",(800) 640 5364,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
333,KEN AMERICAN RESOURCES INC (INS380),KEN AMERICAN RESOURCES INC (INS380)333,52160 NATIONAL ROAD EAST ,"ST CLAIRSVILLE, OH 43950     ",(888) 816 3096,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
334,KENTUCKY ACCESS (INS279),KENTUCKY ACCESS (INS279)334,PO 33707 ,"INDIANAPOLIS, IN 46203-0707",(866) 405 6145,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
335,KENTUCKY SPIRIT HEALTH PLAN (INSOPI),KENTUCKY SPIRIT HEALTH PLAN (INSOPI)335,PO BOX 4001 ,"FARMINGTON, MO 63640-4401",(866) 643 3153,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
336,KESA (INS158),KESA (INS158)336,200 EXECUTIVE PARK ,"LOUISVILLE, KY 40207-4202",(800) 367 5372,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
337,KSBIT (INS232),KSBIT (INS232)337,PO 3219 ,"FRANKFOR, KY 40603     ",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
338,KY EMPLOYEE MUTUAL (INS368),KY EMPLOYEE MUTUAL (INS368)338,250 WEST MAIN STREET STE 900,"LEXINGTON, KY 40507     ",(800) 868 4553,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
339,KY FARM BUREAU (INS269),KY FARM BUREAU (INS269)339,PO BOX 20600 ,"LOUISVILLE, KY 40250     ",(800) 801 1783,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
340,LIBERTY MUTUAL (INS159),LIBERTY MUTUAL (INS159)340,PO 7170 ,"INDIANAPOLIS, IN 46207     ",(800) 362 0000,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
341,LIBERTY MUTUAL (INSOP5),LIBERTY MUTUAL (INSOP5)341,PO BOX 52 ,"NEBO, KY 42441     ",(800) 362 0000,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
342,LIBERTY MUTUAL (INSOPA),LIBERTY MUTUAL (INSOPA)342,PO BOX 1035 ,"CHESTERFIELD, MO 63006     ",(800) 362 0000,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
343,MAIL HANDLERS (INS086),MAIL HANDLERS (INS086)343,PO BOX 981106 ,"EL PASO, TX 79998     ",(800) 410 7778,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
344,MAILHANDLERS (D) (INS021),MAILHANDLERS (D) (INS021)344,PO BOX 981106 ,"EL PASO, TX 79998     ",(800) 410 7778,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
345,MARQUETTE NATIONAL (INS336),MARQUETTE NATIONAL (INS336)345,PO BOX 399127 ,"CAMBRIDGE, MA 02139     ",(800) 626 8913,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
346,MED MUT OF OHIO (INS258),MED MUT OF OHIO (INS258)346,PO 60018 ,"CLEVELAND, OH 44101     ",(800) 362 1279,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (BCBS) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
347,MEDCOHEALTH (INS287),MEDCOHEALTH (INS287)347,PO BOX 45530 ,"SALT LAKE CITY, UT 84145-0530",(800) 777 3622,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
348,MEDICAID KY (INS002),MEDICAID KY (INS002)348,PO BOX 2101 ,"FRANKFORT, KY 40602     ",(000) 000 0800,,Medicaid,,Medicaid,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicaid,Medicaid,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
349,*MEDICAID KY (MCD),*MEDICAID KY (MCD)349,P.O. BOX 2101 ,"FRANKFORT, KY 40602     ",(000) 000 0800,,Medicaid,,Medicaid,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,Medicaid,Medicaid,,True,100,Print,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
350,MERITAIN (INS295),MERITAIN (INS295)350,PO 27267 ,"Minneapolis, MN 55427-0267",(800) 925 2272,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
351,MUTUAL OF OMAHA (INS009),MUTUAL OF OMAHA (INS009)351,3300 MUTUAL OF OMAHA ,"OMAHA, NE 68175-1004",(000) 000 0800,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
352,MUTUAL OF OMAHA (D)(INS141),MUTUAL OF OMAHA (D)(INS141)352,PO BOX 9 ,"WOODWARD, OK 73802     ",(800) 426 8039,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
353,NAGIT TRICARE SUPPLEMENT (INS321),NAGIT TRICARE SUPPLEMENT (INS321)353,PO BOX 10401 ,"DES MOINES, IA 50306-0401",(800) 368 5396,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
354,NAT ASSOC LETTER (INS053),NAT ASSOC LETTER (INS053)354,20547 WAVERLY CT ,"ASHBURN, VA 20149     ",(888) 636 6252,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
355,NATIONAL STATES INSURANCE CO (INS392),NATIONAL STATES INSURANCE CO (INS392)355,1830 CRAIG PARK COURT ,"ST LOUIS, MO 63146     ",(800) 868 6788,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
356,North Amer Adm,North Amer Adm356,PO 1984 ,"NASHVILLE, TN 37202     ",(800) 411 3650,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
357,NORTH AMERICA ADMINISTRATORS (NAA),NORTH AMERICA ADMINISTRATORS (NAA)357,PO 1984 ,"NASHVILLE, TN 37202     ",(800) 411 3650,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
358,NYHART (INS187),NYHART (INS187)358,PO BOX 1090 ,"EVANSVILLE, IN 47706-1090",(812) 423 1938,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
359,ONEIDA INDIAN NATION (INS317),ONEIDA INDIAN NATION (INS317)359,PO BOX 8024 ,"APPLETON, WI 54912-8024",(800) 873 4542,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
360,PEKIN LIFE INS (INS292),PEKIN LIFE INS (INS292)360,PO BOX 1587 ,"PEKIN, IL 61555-1587",(800) 371 9622,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
361,PENNYROYAL HOSPICE (INS070),PENNYROYAL HOSPICE (INS070)361,101 WEST 18TH STREET ,"HOPKINSVILLE, KY 42240     ",(270) 885 6428,,Private Insurance,,Hospice,Facility Bill Summary,Advanced Home Medical Inc,,,Hospice,Other,,False,100,Print,2,False,,True,False,,2212 FT. CAMPBELL BLVD.,,HOPKINSVILLE,Kentucky,422404665 ,False,"DME, Major Medical",Active
362,PHYSICIAN MUTUAL (INS068),PHYSICIAN MUTUAL (INS068)362,PO BOX 3313 ,"OMAHA, NB 68103     ",(800) 228 9100,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
363,PITTMAN AND ASSOCIATES (INS351),PITTMAN AND ASSOCIATES (INS351)363,PO BOX 111047 ,"MEMPHIS, TN 38111     ",(100) 835 2572,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
364,POMCO (INS303),POMCO (INS303)364,PO BOX 118 ,"SYRACUSE, NY 13206     ",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
365,PRINCIPAL FINANCI (INS174),PRINCIPAL FINANCI (INS174)365,PO 39710 ,"COLORADO SPRINGS, CO 80949-3910",(800) 533 5044,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
366,PRINCIPAL FINANCIAL (INS133),PRINCIPAL FINANCIAL (INS133)366,PO BOX 2592 ,"SPRINGFIELD, MO 65801-2592",(800) 533 5044,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
367,PROFESSIONAL  BENEFIT  ADM (INS227),PROFESSIONAL  BENEFIT  ADM (INS227)367,PO 4687 ,"OAK BROOK, IL 60522-4687",(800) 557 1656,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
368,PROGRESSIVE (INS142),PROGRESSIVE (INS142)368,1465 KELLY JOHNSON BLVD ,"COLORADO SPRINGS, CO 80920     ",(719) 265 7220,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
369,PROGRESSIVE MEDIC (INS138),PROGRESSIVE MEDIC (INS138)369,142 WETHERBY LANE ,"WESTERVILLE, OH 43081     ",(800) 777 3574,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
370,PYRAMID (INS264),PYRAMID (INS264)370,PO 12922 ,"PENSACOLA, FL 32591-2922",(800) 444 0321,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
371,PYRAMID (INS309),PYRAMID (INS309)371,PO BOX 742568 ,"HOUSTON, TX 77274     ",(866) 568 8921,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
372,PYRAMID TODAYS OPTIONS (MCR)(INSOPD),PYRAMID TODAYS OPTIONS (MCR)(INSOPD)372,PO BOX 391885 ,"CAMBRIDGE, MA 02139     ",(800) 444 0321,,Private Insurance,,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
373,RAILROAD MEDICARE (INS083),RAILROAD MEDICARE (INS083)373,PO BOX 10066 ,"AUGUSTA, GA 30099     ",,,Private Insurance,,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,Commercial,Other,,False,100,Print,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
374,ROCKWOOD CASUALTY (INS394),ROCKWOOD CASUALTY (INS394)374,654 MAIN STREET ,"ROCKWOOD, PA 15557     ",(800) 000 0000,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
375,ROYAL INS (INS283),ROYAL INS (INS283)375,PO BOX 1000 ,"CHAROLETTE, NC 28201     ",(866) 931 5100,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
376,ROYAL NEIGHBORS OF AMERICA (INS374),ROYAL NEIGHBORS OF AMERICA (INS374)376,230 16TH STREET ,"ROCK ISLAND, IL 61201     ",(309) 788 4561,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
377,RURAL CARRIERS (INS076),RURAL CARRIERS (INS076)377,P.O. BOX 668329 ,"CHARLOTTE, NC 28266-8329",(000) 000 0800,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
378,SAFE AUTO (INSOP8),SAFE AUTO (INSOP8)378,PO BOX 182384 ,"COLUMBUS, OH 43218     ",(800) 723 3288,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
379,SARA LEE (INS362),SARA LEE (INS362)379,2035 IRVIN COBB DRIVE ,"PADUCAH, KY 42003     ",(270) 444 7265,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
